1,1,4,12,7,10,1,1,1
2,1,4,12,7,10,1,1,1
3,1,4,12,7,10,1,1,1
4,1,3,12,8,10,1,1,1
5,1,3,12,8,10,1,1,1
6,1,3,12,8,10,1,1,1
7,1,3,12,8,10,1,1,1
8,1,3,12,7,10,1,1,1
9,1,3,12,7,10,1,1,1
10,1,3,12,7,10,1,1,1
11,1,3,12,7,10,1,1,1
12,1,4,12,7,10,1,1,1
13,1,4,12,7,10,1,1,1
14,1,4,12,7,10,1,1,1
15,1,4,12,7,10,1,1,1
16,1,5,12,7,10,1,1,1
17,1,5,12,8,10,1,1,1
18,1,5,12,8,10,1,1,1
19,1,5,12,8,10,1,1,1
20,1,5,12,8,10,1,1,1
21,1,6,12,8,10,1,1,1
22,1,6,12,8,10,1,1,1
23,1,6,12,8,10,1,1,1
24,1,6,12,8,10,1,1,1
25,1,7,12,7,10,1,1,1
26,1,7,12,7,10,1,1,1
27,1,7,12,7,10,1,1,1
28,1,8,12,7,10,1,1,1
29,1,8,12,8,10,1,1,1
30,1,8,12,8,10,1,1,1
31,1,9,12,8,10,1,1,1
32,1,9,11,8,11,1,1,1
33,1,10,11,7,11,1,1,1
34,1,10,11,7,11,1,1,1
35,1,11,11,7,11,1,1,1
36,1,11,11,7,11,1,1,1
37,1,12,11,7,11,1,1,1
38,1,12,11,7,11,1,1,1
39,1,12,11,7,11,1,1,1
40,1,12,11,7,11,1,1,1
41,1,12,11,8,11,1,1,1
42,1,12,11,8,11,1,1,1
43,1,12,11,8,11,1,1,1
44,1,12,11,8,11,1,1,1
45,1,13,11,8,11,1,1,1
46,1,13,11,7,11,1,1,1
47,1,14,11,7,11,1,1,1
48,1,15,11,7,10,1,1,1
49,1,15,11,7,10,1,1,1
50,1,15,11,8,10,1,1,1
51,1,16,11,8,10,1,1,1
52,1,17,11,8,10,1,1,1
53,1,17,11,8,10,1,1,1
54,1,18,11,7,10,1,1,1
55,1,18,11,7,10,1,1,1
56,1,19,11,7,10,1,1,1
57,1,19,11,7,10,1,1,1
58,1,20,11,7,10,1,1,1
59,1,20,10,8,11,1,1,1
60,1,22,10,6,10,1,1,1
61,1,23,10,7,10,1,1,1
62,1,23,10,7,10,1,1,1
63,1,24,10,7,10,1,1,1
64,1,25,10,7,10,1,1,1
65,1,26,10,6,10,1,1,1
66,1,26,10,6,10,1,1,1
67,1,27,10,5,10,1,1,1
68,1,27,10,5,10,1,1,1
69,1,27,10,5,10,1,1,1
70,1,27,10,5,10,1,1,1
71,1,26,10,6,10,1,1,1
72,1,26,10,6,10,1,1,1
73,1,26,10,6,10,1,1,1
74,1,26,10,6,10,1,1,1
75,1,25,10,7,10,1,1,1
76,1,24,10,7,10,1,1,1
77,1,24,10,6,10,1,1,1
78,1,23,10,7,10,1,1,1
79,1,21,10,8,10,1,1,1
80,1,20,10,8,10,1,1,1
81,1,20,10,7,10,1,1,1
82,1,19,10,7,10,1,1,1
83,1,18,10,7,10,1,1,1
84,1,18,10,7,10,1,1,1
85,1,17,10,7,10,1,1,1
86,1,16,10,8,10,1,1,1
87,1,16,10,7,10,1,1,1
88,1,16,9,6,11,1,1,1
89,1,15,8,7,11,1,1,1
90,1,14,8,8,10,1,1,1
91,1,14,8,8,10,1,1,1
92,1,14,7,7,11,1,1,1
93,1,14,6,7,11,1,1,1
94,1,13,6,7,11,1,1,1
95,1,12,6,8,10,1,1,1
96,1,12,6,8,10,1,1,1
97,1,12,6,7,10,1,1,1
98,1,11,6,7,10,1,1,1
99,1,10,6,8,11,1,1,1
100,1,10,6,8,11,1,1,1
101,1,10,7,8,11,1,1,1
102,1,10,8,7,10,1,1,1
103,1,9,8,8,10,1,1,1
104,1,9,8,8,10,1,1,1
105,1,9,8,8,11,1,1,1
106,1,9,9,8,11,1,1,1
107,1,9,10,8,10,1,1,1
108,1,9,10,8,10,1,1,1
109,1,9,11,8,10,1,1,1
110,1,9,11,8,11,1,1,1
111,1,9,12,8,10,1,1,1
112,1,9,12,8,10,1,1,1
113,1,10,12,8,11,1,1,1
114,1,10,12,8,11,1,1,1
115,1,10,12,8,11,1,1,1
116,1,10,12,8,11,1,1,1
117,1,10,13,8,10,1,1,1
118,1,10,13,8,10,1,1,1
119,1,9,12,7,11,1,1,1
120,1,8,12,7,11,1,1,1
121,1,8,12,7,11,1,1,1
122,1,7,12,7,11,1,1,1
123,1,6,12,8,11,1,1,1
124,1,6,12,8,11,1,1,1
125,1,6,12,8,10,1,1,1
126,1,6,12,8,10,1,1,1
127,1,6,12,8,10,1,1,1
128,1,6,12,8,10,1,1,1
129,1,6,12,8,10,1,1,1
130,1,6,12,8,10,1,1,1
