1,1,40.5,120.33,69.3,100.52,1,1,1.0
2,1,38.25,120.21,71.48,100.74,1,1,1.0
3,1,36.0,120.09,73.67,100.97,1,1,1.0
4,1,33.75,119.97,75.85,101.19,1,1,1.0
5,1,31.5,119.86,78.03,101.39999999999999,1,1,1.0
6,1,31.1,119.74,78.37,101.62000000000002,1,1,1.0
7,1,30.7,119.62,78.7,101.84,1,1,1.0
8,1,30.97,119.48,69.63,101.13000000000001,1,1,1.0
9,1,31.23,119.35,68.99,100.4,1,1,1.0
10,1,31.5,119.21,68.34,99.69000000000001,1,1,1.0
11,1,33.79,119.22,69.38,99.71000000000001,1,1,1.0
12,1,36.08,119.22,70.43,99.75,1,1,1.0
13,1,38.38,119.23,71.46000000000001,99.77,1,1,1.0
14,1,40.67,119.24,72.5,99.79,1,1,1.0
15,1,42.96,119.25,73.55000000000001,99.82,1,1,1.0
16,1,45.25,119.25,74.59,99.85,1,1,1.0
17,1,47.54,119.26,75.64000000000001,99.86999999999999,1,1,1.0
18,1,49.83,119.27,76.68,99.89999999999999,1,1,1.0
19,1,52.12,119.28,77.72,99.91999999999999,1,1,1.0
20,1,54.42,119.28,78.76,99.94999999999999,1,1,1.0
21,1,56.71,119.29,79.79999999999998,99.98,1,1,1.0
22,1,59.0,119.3,80.85,100.00000000000001,1,1,1.0
23,1,61.55,119.3,78.54,100.08,1,1,1.0
24,1,64.1,119.3,76.22,100.16000000000001,1,1,1.0
25,1,66.65,119.3,73.91,100.24,1,1,1.0
26,1,69.2,119.3,71.60000000000001,100.32000000000001,1,1,1.0
27,1,72.2,118.48,73.11999999999999,101.21999999999998,1,1,1.0
28,1,75.2,117.66,74.64,102.12,1,1,1.0
29,1,78.2,116.85,76.14999999999999,103.01000000000002,1,1,1.0
30,1,81.2,116.03,77.67,103.91,1,1,1.0
31,1,86.68,115.21,76.70999999999998,104.81000000000002,1,1,1.0
32,1,92.16,114.39,75.75,105.71,1,1,1.0
33,1,97.64,113.57,74.79,106.61000000000001,1,1,1.0
34,1,103.12,112.75,73.82999999999998,107.50999999999999,1,1,1.0
35,1,108.6,111.94,72.86000000000001,108.4,1,1,1.0
36,1,114.07,111.12,71.91,109.29999999999998,1,1,1.0
37,1,119.55,110.3,70.95,110.2,1,1,1.0
38,1,119.75,110.22,72.19999999999999,110.25,1,1,1.0
39,1,119.94,110.15,73.47,110.28999999999999,1,1,1.0
40,1,120.13,110.07,74.73000000000002,110.34,1,1,1.0
41,1,120.32,110.0,75.99000000000001,110.38,1,1,1.0
42,1,120.52,109.92,77.25000000000001,110.42999999999999,1,1,1.0
43,1,120.71,109.85,78.51,110.47,1,1,1.0
44,1,120.9,109.77,79.78,110.52,1,1,1.0
45,1,127.72,109.7,76.4,110.55999999999999,1,1,1.0
46,1,134.55,109.62,73.00999999999999,110.60999999999999,1,1,1.0
47,1,141.37,109.55,69.63,110.64999999999999,1,1,1.0
48,1,145.78,110.22,70.07,104.85,1,1,1.0
49,1,150.19,110.9,70.50999999999999,99.03,1,1,1.0
50,1,154.94,110.55,75.11000000000001,99.47000000000001,1,1,1.0
51,1,159.7,110.2,79.70000000000002,99.89999999999999,1,1,1.0
52,1,165.67,109.81,78.97,100.02000000000001,1,1,1.0
53,1,171.64,109.41,78.23000000000002,100.14000000000001,1,1,1.0
54,1,175.79,109.66,74.35,100.25999999999999,1,1,1.0
55,1,179.93,109.9,70.47,100.38,1,1,1.0
56,1,185.61,108.89,69.98999999999998,100.49999999999999,1,1,1.0
57,1,191.3,107.88,69.5,100.63,1,1,1.0
